filename,neck,sleeve_length,pattern
11496830114086-FOREVER-21-Men-Yellow-Printed-Round-Neck-T-shirt-4341496830113803-1.jpg,6,#N/A,9
11476957517695-HRX-by-Hrithik-Roshan-Men-Tshirts-5791476957517396-1.jpg,6,3,9
618ca8a4-5393-4d96-ba28-2a1d4b994e2c1533731304943-Roadster-Men-Blue-Striped-Polo-Collar-T-shirt-9221533731304746-2.jpg,6,#N/A,#N/A
11516791016244-Splash-Men-White-Solid-Polo-Collar-T-shirt-6141516791016138-3.jpg,3,3,9
11510059033434-Roadster-Men-Brown-Solid-Round-Neck-T-shirt-5141510059033288-3.jpg,4,3,#N/A
af908f8b-0e0d-44f2-8292-19b21fbe29841532955582171-Roadster-Men-Tshirts-2771532955581026-3.jpg,0,3,9
11516690177112-Levis-Men-Black-Solid-Henley-Neck-T-shirt-8911516690176988-2.jpg,0,#N/A,9
7152cb63-e69d-4c6f-8824-05957d9847de1535438019559-na-141535438019403-3.jpg,6,3,#N/A
1b17a5d4-212c-4236-bf79-562b0d0d60f51527746780351-HERENOW-Men-Tshirts-7231527746777428-4.jpg,6,0,9
11517399644052-Mr-Bowerbird-Men-Navy-Blue-Striped-Round-Neck-T-shirt-5271517399643973-5.jpg,#N/A,3,4
11509626718885-BOSS-Green-Men-White-Printed-Round-Neck-T-shirt-2251509626718611-1.jpg,6,1,9
3aaf6f0b-1cce-4f9c-a313-ce6c955249bd1530093358922-DERBY-JEANS-COMMUNITY-Men-Grey-Solid-Henley-Neck-T-shirt-409-5.jpg,6,0,9
11519641301693-GRITSTONES-Men-Black-Solid-Hood-T-shirt-6761519641301576-3.jpg,1,3,9
11522150803842-Globus-Men-Blue-Solid-Mandarin-Collar-T-shirt-8231522150803689-4.jpg,2,3,9
11499160183486-YWC-by-Yuvraj-Singh-Men-Blue-Printed-Round-Neck-T-shirt-6221499160183416-4.jpg,6,3,9
11509447983046-Kook-N-Keech-Marvel-Men-White-Printed-Round-Neck-T-shirt-9691509447982839-1.jpg,6,3,#N/A
11513072850211-Cotton-blended-mens-hoodi-raglan-full-sleeve-t-shirt-has-chest-print-5521513072850080-2.jpg,1,3,9
11485933762914-Hypernation-Men-Tshirts-5131485933762766-3.jpg,6,0,9
11524897101879-Rigo-Camouflage-Half-Sleeve-T-Shirt-For-Men-9961524897101775-3.jpg,6,3,0
11476954399386-ALCOTT-Men-Grey-Printed-Round-Neck-T-Shirt-1351476954399136-5.jpg,1,#N/A,9
92271ba8-5f6c-4475-b41a-b7971f5168691536910681394-United-Colors-of-Benetton-Men-Tshirts-591536910681259-5.jpg,6,3,6
11519704511479-WITH-Men-Brown-Solid-V-Neck-T-shirt-3381519704511335-3.jpg,#N/A,3,6
11522842833665-Wildcraft-Men-Charcoal-Printed-Round-Neck-T-shirt-5091522842833511-3.jpg,4,3,9
11500549088163-ether-Men-Beige-Solid-Henley-Neck-T-shirt-4331500549088052-3.jpg,6,0,9
d0567721-53d9-40ac-8cf7-6444c914268a1527751080427-WROGN-Men-Maroon-Striped-Round-Neck-T-shirt-3671527751077932-2.jpg,6,0,9
47702b59-da5b-44f0-b9f0-72b7a4b520671527504323824-United-Colors-of-Benetton-Men-Grey-Striped-V-Neck-T-shirt-6771527504322493-2.jpg,6,3,7
11517291382207-Lee-Men-Tshirts-2781517291382127-5.jpg,6,3,3
1e33cfef-e9e0-499d-acf9-5a7c500af52e1533884970415-Roadster-Men-Shirts-211533884970265-2.jpg,1,3,#N/A
13b6204d-0815-4c25-8d2e-cd0cfa5653321528089537550-MHNT-331-WHITE-XXL-9261528089537350-2.jpg,#N/A,3,9
11524555962136-WEXFORD-Men-Blue-Printed-V-Neck-T-shirt-8511524555962059-5.jpg,5,3,9
fce3f8d7-619b-4f20-a2f4-652a883f7bf91534248110497-Duke-Men-Printed-Pack-of-3-Round-Neck-T-Shirts-3611534248110319-5.jpg,#N/A,3,9
50c01c83-1c2e-4152-ab27-c5c3b914ba3d1526967669645-Moda-Rapido-Men-Olive-Green-Printed-Round-Neck-T-shirt-3661526967668506-1.jpg,#N/A,#N/A,9
11524134672020-Puma-Men-Tshirts-8641524134671894-6.jpg,5,3,9
c2368efe-eeb2-4c4e-aec7-43332efb19d61532499106162-HERENOW-Men-Tshirts-2531532499104997-1.jpg,6,3,#N/A
40da1ea6-dc60-429c-bb8f-70bf6a9ecbbd1535620856335-Nautica-Men-White-Solid-Polo-Collar-Tshirt-591535620856204-4.jpg,6,1,#N/A
69a03a3c-a372-4e2b-9d50-7922bc387ebf1532955920816-Moda-Rapido-Men-Black-Solid-Round-Neck-T-shirt-2601532955919-5.jpg,6,3,9
55a7e024-957f-43b5-b24e-74ed4c017e151528111974854-Chill-Winston-Solid-Men-Round-Neck-White-Black-T-Shirt-6361528111974727-4.jpg,#N/A,3,#N/A
f617edb8-a874-453b-b6d3-fb860248d5191532955920783-Moda-Rapido-Men-Black-Solid-Round-Neck-T-shirt-2601532955919-6.jpg,6,#N/A,9
11524740071702-Leo-Sansini-Men-Burgundy-Printed-Round-Neck-T-shirt-551524740071501-2.jpg,#N/A,3,9
4b1f8790-c55c-4481-9a8d-2abf87e3dbd91534145037662-Polo-Ralph-Lauren-Classic-Fit-Cotton-Rugby-Shirt-59215341450-1.jpg,6,3,6
11475234191519-Superdry-Men-Tshirts-1861475234191246-1.jpg,0,3,9
11521808917032-Admiral-Men-Blue-Solid-Mandarin-Collar-T-shirt-3161521808916897-3.jpg,2,3,9
11520422272285-Tommy-Hilfiger-Men-Grey-Solid-Polo-Collar-Slim-Fit-T-shirt-8161520422272040-2.jpg,2,#N/A,9
b0b77eb4-ec05-41c7-8906-12e89f1c480d1536214841947-Tommy-Hilfiger-Men-Red-Solid-Round-Neck-T-shirt-175153621484-5.jpg,6,0,9
11487057627760-Jack--Jones-Men-Tshirts-9121487057627612-3.jpg,5,3,9
11520586501234-Campus-Sutra-Men-Charcoal-Solid-Mandarin-Collar-T-shirt-1001520586501070-3.jpg,2,3,9
11503576527463-WROGN-Men-Navy-Blue-Printed-Polo-Collar-T-shirt-3291503576527803-5.jpg,3,#N/A,9
11495523762466-FUGAZEE-Men-Tshirts-3521495523761889-4.jpg,6,#N/A,#N/A
e8e41b17-a377-46a4-978b-76db09204c2c1535962837339-ACTIMAXX-Men-Tshirts-1841535962837192-6.jpg,6,3,6
11512803398109-Wills-Lifestyle-Men-Grey-Self-Design-Polo-Collar-T-shirt-9591512803398011-3.jpg,6,3,#N/A
11486629644223-2GO-Men-Blue-Printed-Round-Neck-T-Shirt-2731486629644058-4.jpg,6,2,9
11481618329289-GRITSTONES-Men-Tshirts-6211481618329151-2.jpg,1,3,9
104507a9-0fba-4a0b-92e7-46c983b546321529301693627-na-1931529301693459-2.jpg,3,3,9
f14e050b-fc0c-41d9-a73c-ec4e6510108e1531217151150-na-8681531217149698-3.jpg,6,3,4
8ac4a35a-8172-4c89-84e8-21d3da02623d1535007414534-na-6291535007414346-2.jpg,6,2,9
c29c0c91-c529-4e47-b46d-a59aedbd24811534497736801-na-5631534497736706-5.jpg,2,3,9
2858338c-97f8-40cd-807e-5b8931ddf7271528787029394-SPYKAR-Men-Tshirts-3361528787027224-1.jpg,6,0,#N/A
11524200953757-Blackberrys-Men-Tshirts-1541524200953602-1.jpg,6,3,#N/A
11516604749548-Wear-Your-Mind-Grey-Polyester-Vest-For-Men-3601516604749517-4.jpg,6,2,#N/A
11523001120870-Masch-Sports-Mens-Polyester-Printed--Colourblocked-T-Shirts---Pack-of-2-4831523001120699-2.jpg,6,2,9
11519209396809-VUDU-Men-Blue-Striped-Henley-Neck-T-shirt-5601519209396561-1.jpg,0,3,9
11517829231394-HRX-by-Hrithik-Roshan-Charcoal-Grey-Active-Hooded-T-Shirt-7151517829231291-2.jpg,1,3,9
11456987816214-Bossini-Men-Tshirts-631456987815812-2.jpg,5,3,#N/A
11507808498603-rockit-Men-Tshirts-5201507808498432-5.jpg,6,1,9
11510054445852-Wear-Your-Mind-Multicoloured-Polyester-Vest-For-Men-7031510054445760-4.jpg,#N/A,2,#N/A
11498624172623-INVICTUS-Men-Blue-Solid-T-shirt-5231498624172484-5.jpg,2,3,9
11509704632007-Peter-England-Casuals-Men-Grey-Printed-Polo-Collar-T-shirt-1801509704631904-4.jpg,6,#N/A,9
11502454316484-American-Crew-Men-Blue--Red-Striped-V-Neck-T-shirt-3631502454316341-2.jpg,5,3,9
11525669345853-Wills-Lifestyle-Men-Tshirts-2861525669345653-1.jpg,2,#N/A,9
11499940299468-INVICTUS-Men-White--Grey-Colourblock-Polo-T-shirt-9791499940299249-3.jpg,3,3,9
42ec8a70-12eb-43d1-976d-5ab15fddbf761527917869885-Jack--Jones-Men-Grey-Printed-Round-Neck-T-Shirt-697152791786-3.jpg,#N/A,3,3
11481618320717-GRITSTONES-Men-Tshirts-8521481618320592-3.jpg,1,#N/A,9
11479209529528-Moda-Rapido-Men-Grey-Melange-Printed-Hood-T-Shirt-4471479209529363-2.jpg,1,3,9
11485499831013-CULT-FICTION-Men-Tshirts-1741485499830886-4.jpg,2,3,9
11498108193562-Blackberrys-Men-Tshirts-861498108193371-4.jpg,0,#N/A,9
4c802d1c-4094-42c1-a3e8-991d795b03c31536919822374-United-Colors-of-Benetton-Men-Yellow-Solid-Stand-Collar-T-shirt-5141536919822257-5.jpg,2,3,9
11507181961051-United-Colors-of-Benetton-Men-Tshirts-1511507181960779-1.jpg,#N/A,#N/A,9
11524739529407-FRITZBERG-Men-Navy-Blue-Printed-Polo-Collar-T-shirt-4501524739529269-3.jpg,6,3,4
11520505881186-ether-Men-Navy-Blue-Striped-Round-Neck-T-shirt-5871520505881076-6.jpg,4,3,9
11491993908020-B-SPORTS-Men-Black-Printed-Round-Neck-T-shirt-6791491993907819-3.jpg,6,3,9
11517913139142-FOREVER-21-Men-Olive-Green-Solid-Round-Neck-T-shirt-2991517913139046-1.jpg,6,0,9
11516604986331-Wear-Your-Mind-Men-Multicoloured-Printed-Round-Neck-T-shirt-3481516604986247-2.jpg,6,2,9
11512475507776-Jn-Joy-Men-Grey-Self-Design-Round-Neck-T-shirt-3981512475507533-1.jpg,6,3,5
11512971774278-John-Players-Men-Maroon-Striped-Polo-Collar-T-shirt-5541512971774161-4.jpg,3,#N/A,9
11493721295055-Tommy-Hilfiger-Men-Blue-Solid-Mandarin-Collar-T-shirt-9111493721294833-1.jpg,2,3,9
11519994585828-Numero-Uno-Men-Tshirts-3761519994585652-1.jpg,2,3,9
4b62787b-bfce-4f9a-b0e1-2e17970703cb1533986804299-Tommy-Hilfiger-Men-Blue-Printed-Round-Neck-T-shirt-431153398-4.jpg,6,#N/A,#N/A
11474094622278-United-Colors-of-Benetton-Men-Fluorescent-Green-Solid-Mandarin-collar-T-Shirt-5951474094622169-5.jpg,#N/A,3,#N/A
11502341822504-Roadster-Men-Blue-Printed-Hood-T-shirt-7891502341822257-2.jpg,1,3,9
11490005406481-Fort-Collins-Men-Red-Printed-Mandarin-collar-T-Shirt-9061490005406285-4.jpg,2,3,#N/A
11492757252523-ALCOTT-Men-Green-Solid-Round-Neck-T-shirt-7821492757252375-3.jpg,4,3,9
11487144869754-Kook-N-Keech-Men-Tshirts-5531487144869605-2.jpg,6,3,9
347a879a-e55f-47a1-b577-d4f3b98034c51533036580529-OVS-Men-Navy-Blue-Printed-Round-Neck-T-shirt-2921533036580396-2.jpg,6,3,#N/A
11493207894065-Flying-Machine-Black-Printed-T-shirt-7471493207893893-4.jpg,4,3,9
11519634946588-Globus-Men-Navy-Blue-Printed-Round-Neck-T-shirt-8911519634946456-5.jpg,#N/A,3,#N/A
11514530901196-ether-Men-Blue-Striped-T-Shirt-3051514530901046-2.jpg,2,3,9
11474101899978-United-Colors-of-Benetton-Men-Black-Striped-Mandarin-collar-T-Shirt-131474101899756-1.jpg,#N/A,3,9
11487319918852-Breakbounce-Men-Maroon-Solid-Hood-T-Shirt-8301487319918701-4.jpg,1,3,9
f3b7983d-8154-43a8-a1f7-da6c37b31d331533973429139-Roadster-Men-Tshirts-3341533973428887-1.jpg,1,3,9
11497874274912-Peter-England-Men-Tshirts-1951497874274459-2.jpg,4,3,#N/A
9541db56-8358-4e33-b561-c27c6d6858fd1534343546560-3.jpg,4,3,#N/A
11509624683196-Raymond-Men-Blue-Checked-Polo-Collar-T-shirt-7451509624682971-1.jpg,6,3,#N/A
11525775580074-Cottonworld-Men-Tshirts-851525775579897-2.jpg,6,3,9
545cb696-739f-44b7-9242-73fce85d40881531134194310-Roadster-Men-Tshirts-5001531134192353-4.jpg,#N/A,#N/A,9
11515405716142-herenow-men-white-printed-round-neck-t-shirt-6981515405716117-3.jpg,4,3,9
00a990bd-09dd-4a86-b735-306874c06f9e1525935354085-Dream-of-Glory-Inc-Men-Green-Solid-Polo-Collar-T-shirt-5341525935353910-4.jpg,6,0,#N/A
11517482970770-Lee-Cooper-Men-Tshirts-5341517482970688-3.jpg,2,#N/A,9
11520422565285-Indian-Terrain-Men-Tshirts-9671520422565201-5.jpg,6,3,9
11520673985914-Pirates-of-the-Caribbean-Turquoise-Vest-For-Men-7611520673985799-4.jpg,#N/A,#N/A,#N/A
11485328148668-Batman-Men-Black-Printed-Round-Neck-T-Shirt-211485328148622-3.jpg,6,3,0
11521197499454-Duke-Mens-Tshirts-7791521197499303-5.jpg,3,3,9
1eec4a1b-5e88-430c-bd8b-b871a35d79691526380548546-Ed-Hardy-Men-Blue-Solid-Polo-Collar-T-shirt-431526380547306-1.jpg,3,#N/A,9
67f2f157-527c-42b1-9be6-560dd9bbdac61534490443604-Parx-Men-Tshirts-3981534490443429-3.jpg,3,#N/A,#N/A
b0c5ceff-d1fb-4e86-ba0f-e943cd501de51535610425414-Jack--Jones-Men-Olive-Green-Printed-Round-Neck-T-shirt-22415-5.jpg,#N/A,#N/A,9
11524128015172-na-6691524128014982-2.jpg,0,#N/A,#N/A
11522144097104-Spiritus-by-pantaloons-Men-Tshirts-7091522144096877-3.jpg,6,1,9
c0aef73e-daf6-439a-9afa-67155343be0c1534145000986-Polo-Ralph-Lauren-Custom-Slim-Fit-Mesh-Polo-Shirt-2915341450-3.jpg,6,3,9
071f947d-41df-477c-ad9b-be0c74cfcce71536570209934-Flying-Machine-Men-Blue-Solid-Henley-Neck-T-shirt-6691536570-3.jpg,6,0,9
11519017746761-Difference-of-Opinion-Khaki-Printed-T-shirt-4691519017746535-2.jpg,#N/A,3,0
b72bc87b-cbd3-4697-894f-8c13f60f52461529053717041-United-Colors-of-Benetton-Men-Tshirts-7381529053716942-4.jpg,6,#N/A,9
22c51074-4ad3-4c3a-aa2f-9753849ebde51530877671885-Skult-Mens-Black-Vest-5971530877670515-1.jpg,6,2,9
11522833336957-nA-4071522833336836-3.jpg,#N/A,3,5
11507534249662-FOREVER-21-Men-Tshirts-1331507534249533-3.jpg,1,3,9
11508411528964-People-Men-Black-Printed-Round-Neck-T-shirt-9861508411528888-4.jpg,6,3,3
11525775837073-Fritzberg-White-fashion-stripes-printed-V-neck-T-shirt-4691525775836901-2.jpg,6,3,#N/A
11510388809416-GAS-Men-Tshirts-8801510388809263-3.jpg,#N/A,3,#N/A
d0197bbf-8d11-4984-90ec-2aaee9ac50251531392457370-SKULT-by-Shahid-Kapoor-Men-Grey-Solid-Round-Neck-T-shirt-782-1.jpg,6,3,#N/A
11522319698410-Mast--Harbour-Men-Tshirts-2471522319698287-1.jpg,0,3,9
11518588473786-na-1071518588473586-2.jpg,#N/A,0,9
11518235603093-Crimsoune-Club-Men-Navy-Blue-Printed-Mandarin-Collar-T-shirt-2041518235602967-4.jpg,2,3,9
11519294035425-Justice-League-Men-Tshirts-6021519294035327-5.jpg,6,#N/A,9
11505729866918-Blue-Saint-Men-Tshirts-6601505729866751-2.jpg,6,2,9
11480932010340-Hypernation-Men-Black-Checked-Polo-Collar-T-Shirt-3021480932010097-1.jpg,6,3,1
11522665158180-NA-1541522665157979-3.jpg,6,3,#N/A
05e128a9-239d-470e-87c1-c6f98922590f1532323460327-Tantra-Men-Tshirts-7441532323460093-2.jpg,6,3,#N/A
b48dd50b-bb8f-4a89-8ef6-479f08cdd2711526537323753-Mens-Nike-Breathe-Elite-Basketball-Top-7841526537323680-5.jpg,6,2,9
11517918476430-INVICTUS-Men-Pink-Solid-T-shirt-6141517918476357-4.jpg,2,3,9
11518167444184-Nautica-Men-Off-White-Striped-Round-Neck-T-shirt-5721518167444131-5.jpg,#N/A,#N/A,9
b05f4449-c372-4d6a-938b-50a10cd3e06f1527331607649-Harvard-Men-Red-Striped-Round-Neck-T-shirt-9911527331605848-5.jpg,6,3,9
56659f54-8267-438b-9db2-e1f9a01526691529485186631-Foreign-Culture-Men-Pack-of-2-Solid-T-shirts-4831529485186464-3.jpg,6,3,9
11516177795885-HERENOW-Men-Charcoal-Solid-Mandarin-Collar-T-shirt-1311516177795785-2.jpg,#N/A,3,9
11516616614104-Gespo-Long--Sleeves-Henely-T-shirt-6541516616613995-3.jpg,0,3,9
bb4873e4-d928-4438-9785-dad943139d791533556437301-Ecko-Unltd-Men-Olive-Green-Solid-Hood-T-shirt-31715335564335-1.jpg,#N/A,3,9
11493900759018-FC-Barcelona-Men-Grey-Melange-Printed-Round-Neck-T-shirt-4041493900758643-1.jpg,6,#N/A,8
b2b60732-0a53-43ef-ba9f-39004c8806eb1531387689418-Louis-Philippe-Jeans-Men-Tshirts-1661531387689286-3.jpg,6,#N/A,#N/A
11523341865095-FOREVER-21-Men-Tshirts-941523341865036-4.jpg,3,3,9
11524724822911-NA-561524724822703-2.jpg,6,1,#N/A
11519294011460-Justice-League-Men-Tshirts-501519294011277-2.jpg,6,3,9
11509183010038-Pirates-of-the-Caribbean-Blue-Cotton-Polyester-T-Shirt-For-Men-6641509183009794-1.jpg,#N/A,3,9
11516187597844-Proline-Active-Men-Grey-Melange-Colourblocked-Polo-Collar-T-shirt-9431516187597765-3.jpg,#N/A,3,9
11466231980417-Hypernation-Navy-Checked-Slim-Fit-T-shirt-6311466231980194-2.jpg,#N/A,3,1
11520414816087-US-Polo-Assn-Denim-Co-Men-Tshirts-1471520414815923-1.jpg,6,1,9
11505546565862-HERENOW-Men-Maroon-Striped-Polo-Collar-T-shirt-1091505546565861-1.jpg,6,#N/A,#N/A
11524738948806-s-9301524738948693-5.jpg,2,3,9
11520407647286-HERENOW-Men-Tshirts-5001520407647212-4.jpg,6,0,9
556713bb-c484-4203-8af2-970b65c828ec1532345270392-Flying-Machine-Men-Green-Printed-Round-Neck-T-shirt-12315323-4.jpg,6,#N/A,9
11520659816646-Roadster-Men-Navy-Blue-Printed-V-Neck-T-shirt-1081520659816453-1.jpg,6,3,8
3ff47225-3803-4a74-888e-bf7baf2294a91526031036749-Roadster-Men-Charcoal-Solid-Polo-Collar-T-shirt-3731526031036668-5.jpg,6,0,9
11517570930719-Aeropostale-Men-Peach-Coloured-Printed-Round-Neck-T-shirt-8671517570930604-5.jpg,6,3,9
11509950504120-Full-Sleeve-T-Shirt-1281509950503947-2.jpg,6,0,#N/A
11486635212168-sOliver-Men-Pink-Solid-Henley-Neck-T-Shirt-5411486635212057-5.jpg,#N/A,3,#N/A
11507806834242-WROGN-Men-Off-White-Striped-Round-Neck-T-shirt-1831507806834092-2.jpg,6,1,#N/A
a8b5851b-d870-41c1-aee3-7b0be739a99a1527242410921-VUDU-Men-Maroon-Color-Round-Neck-T-shirt-4121527242410781-3.jpg,#N/A,#N/A,5
11490600555840-Flying-Machine-Men-Navy-Blue-Solid-Polo-Collar-T-Shirt-1071490600555658-4.jpg,4,#N/A,9
11501847292505-John-Players-Men-Peach-Solid-Polo-Collar-T-Shirt-1441501847292205-1.jpg,6,1,9
11505367412773-FIFA-U-17-WC-Men-Tshirts-9481505367412603-4.jpg,6,3,9
11482143144590-Roadster-Men-Grey-Printed-V-Neck-T-Shirt-1521482143144258-4.jpg,6,0,9
a9601cfc-4025-41a9-8706-062c65123b7a1531808608253-Pokemon-By-Free-Authority-Mens--T-shirt-671531808608098-5.jpg,6,1,9
3c2eee65-3130-4b53-b265-ee0a74774bd11537273683006-GAP-Mens-White-Logo-Short-Sleeve-Crewneck-T-Shirt-8515372736-2.jpg,6,1,#N/A
31615bf0-95e8-4b1a-99a3-178e51e3c2291527578809674-HERENOW-Men-Tshirts-2831527578808127-2.jpg,0,3,9
11522300475200-Kook-N-Keech-Disney-Men-Tshirts-461522300475113-4.jpg,#N/A,3,9
91d58926-ce88-4590-bef6-e200406956181526275909469-Dream-of-Glory-Inc-Mens-Branded-Half-Sleeve-Cotton-Polo-TShirts-XS-6XL-Pack-of-2-931526275909362-3.jpg,#N/A,3,9
11491993908050-B-SPORTS-Men-Black-Printed-Round-Neck-T-shirt-6791491993907819-2.jpg,#N/A,3,9
11502189168186-Timberland-Men-Navy-Blue-Solid-Henley-Neck-T-shirt-1791502189167930-2.jpg,#N/A,3,9
11488538546980-American-Crew-Men-Grey-Striped-Polo-T-Shirt-8951488538546667-1.jpg,6,3,7
80e9d30e-7a24-4643-816a-31948ab9c8cd1535007450830-na-6851535007450640-2.jpg,6,2,9
dd371071-a27d-42b1-9306-71950341f5861536145428831-Arrow-Sport-Men-Tshirts-3201536145428687-3.jpg,2,#N/A,9
b98a22cd-11aa-4aee-85dd-74ce3ee8617e1537273866564-GAP-Mens-Navy-Blue-Essential-Short-Sleeve-V-Neck-T-Shirt-in-Spacedye-1561537273866338-1.jpg,6,#N/A,5
32b36999-37f3-4035-81f2-1c32c14766c21528285177234-Roadster-Men-Tshirts-1471528285175649-5.jpg,#N/A,3,9
11525433734244-Roadster-Men-Tshirts-4131525433733991-1.jpg,#N/A,#N/A,9
11491286070647-French-Connection-Men-White-Striped-Polo-Collar-T-Shirt-2121491286070437-3.jpg,6,1,#N/A
11498804420011-LOCOMOTIVE-Men-White-Printed-Round-Neck-Slim-Fit-T-shirt-8721498804419841-2.jpg,6,0,9
11517902829257-Kook-N-Keech-Men-Black-Printed-Round-Neck-T-shirt-2531517902829065-2.jpg,6,#N/A,#N/A
11525242170336-Moda-Rapido-Men-White-Printed-Round-Neck-T-Shirt-2901525242170228-2.jpg,6,3,8
11521455242291-IndigoGrey-Melange-Sleeveless-Hooded-T-shirt-6401521455242152-3.jpg,6,2,#N/A
6f581c08-c1aa-4ce3-85e1-9ea9d626ae941527664445731-na-2501527664445657-5.jpg,6,3,5
11492583761820-Antony-Morato-Men-Tshirts-5881492583761557-2.jpg,4,3,9
7305ebc1-57ae-4095-bb07-cff72080e9b21528115352771-Arrow-Men-Green-Striped-Polo-Collar-T-shirt-6711528115352622-3.jpg,#N/A,3,7
49c3a766-502f-4486-8792-549ebfce53181535532211365-BONATY-Cotton-Blend-Black-Self-Design-Half-Sleeves-T-shirt-For-Men-5471535532210857-1.jpg,#N/A,3,9
8c079ac2-dbbd-4bca-afa7-a5d5bbb3d45a1527574941195-United-Colors-of-Benetton-Men-Tshirts-1671527574941004-5.jpg,2,#N/A,9
11524043121417-Roadster-Men-Navy-Blue-Striped-Round-Neck-T-shirt-3121524043121304-5.jpg,#N/A,3,7
11488454896157-WROGN-Men-Blue-Colourblocked-V-Neck-T-Shirt-6431488454896025-3.jpg,5,3,#N/A
2b75493d-0440-4d74-8c1e-132581ef3c231528799101632-Roadster-Men-Tshirts-1761528799101547-4.jpg,2,3,9
3ea4b4fd-78b5-4dc8-a2c5-1daeca68f50a1533894697193-IZOD-Men-Blue-Colourblocked-Polo-Collar-T-shirt-5641533894696997-1.jpg,6,3,9
11510917978209-Perf-Red-Heather-Cotton-Regular-Fit-Atheletic-Polo-Tshirt-for-Men-8871510917978020-3.jpg,3,3,9
11515136695510-WROGN-Men-Tshirts-451515136695360-4.jpg,0,3,9
11492756511750-ALCOTT-Men-Tshirts-4111492756511633-5.jpg,6,3,9
11515761284178-Nike-Men-Green-Printed-Round-Neck-T-shirt-1421515761283945-2.jpg,6,3,#N/A
11523606446846-Maniac-Mens-Full-Sleeve-Pack-of-2-Cotton-Tshirts-6921523606446708-5.jpg,#N/A,3,9
11518243783753-na-2991518243783601-2.jpg,#N/A,2,9
4fad6a95-e0f5-4b2b-960d-b06eb78df87c1533894746279-Roadster-Men-Tshirts-831533894744030-1.jpg,#N/A,3,9
11498119442677-US-Polo-Assn-Men-Olive-Green-Printed-Round-Neck-T-shirt-9251498119442379-1.jpg,6,#N/A,2
11520831955167-SF-JEANS-by-Pantaloons-Men-Black-Slim-Fit-Solid-Round-Neck-T-shirt-8091520831955033-4.jpg,#N/A,3,6
11514548030993-Leo-Sansini-Men-Black-Printed-Round-Neck-T-shirt-4361514548030809-3.jpg,6,3,9
11511344718816-HRX-by-Hrithik-Roshan-Men-Tshirts-6721511344718560-2.jpg,2,3,9
11518758325254-Hypernation-Black-and-Grey-Stripe-Cotton-Mask-T-shirt-For-Men-5581518758325001-1.jpg,6,3,9
11522142811125-Peter-England-Casuals-Men-Tshirts-5671522142810936-3.jpg,6,3,7
1dad6f7f-c03d-459d-801b-41001c37c22b1527144342278-Hypernation-Men-Maroon-Striped-Round-Neck-T-shirt-5011527144342150-4.jpg,6,0,#N/A
11515483122523-Roadster-Men-Tshirts-381515483122494-5.jpg,6,0,9
ac8b0d0a-bc4f-4307-839e-4c09a86964d31530782085723-NA-1971530782085566-4.jpg,#N/A,3,5
33d51069-0d25-4abc-afda-7a0d23b6dd4f1529146224610-SayItLoud-Men-Grey-Melange-Solid-Henley-Neck-T-shirt-5811529146224395-4.jpg,0,3,9
11514525738247-ESPRIT-Men-Tshirts-7871514525738155-1.jpg,6,1,9
11519704511433-WITH-Men-Brown-Solid-V-Neck-T-shirt-3381519704511335-5.jpg,5,#N/A,9
11489394881006-Wildcraft-Men-Blue-Self-design-Polo-Collar-T-Shirt-8441489394880777-4.jpg,6,1,9
11501761617220-Roadster-Men-Black-Solid-Round-Neck-T-shirt-8121501761617034-2.jpg,6,#N/A,9
11522301252934-Kook-N-Keech-Men-Tshirts-6691522301252732-3.jpg,6,3,9
11523008133704-evoKNIT-Better-Tee-3531523008133537-5.jpg,6,3,5
11507031263240-OVS-Men-Tshirts-241507031263149-1.jpg,6,#N/A,9
11505278911568-People-Men-Grey-Self-Design-Round-Neck-T-shirt-3211505278911422-2.jpg,6,3,#N/A
60098480-f5e5-48da-b8bf-da11f0ebfb6e1534145902420-Wrangler-Men-Rust-Orange-Solid-Henley-Neck-T-shirt-4651534145902274-2.jpg,0,3,9
de0ebb11-279f-4aa8-ac06-802d5b496c441526279260881-Tinted-Men-White-Solid-Henley-Neck-T-shirt-9181526279260742-3.jpg,0,3,9
11523606403888-Maniac-Mens-Full-Sleeve-Pack-of-2-Cotton-Tshirts-8781523606403701-6.jpg,5,3,#N/A
3a2ffc87-9214-478f-a0ac-fa8a10fb829c1528180131331-na-1261528180131104-2.jpg,#N/A,3,9
11522997003361-HERENOW-Men-White-Colourblocked-Round-Neck-Sleeveless-T-shirt-9551522997003263-4.jpg,6,2,9
ca2e29c4-66d2-4cb6-a1df-bacb0799badb1531311753547-AMERICAN-EAGLE-OUTFITTERS-Men-Navy-Blue-Solid-Henley-Neck-T--4.jpg,0,#N/A,9
Jack---Jones-Men-Beige-T-shirt_92067364160f202f15546b25c69860f6_images.jpg,5,3,#N/A
25e3f114-b73c-4136-a44a-27a0c2039d471527331577291-Harvard-Men-Navy-Blue-Colourblocked-Polo-Collar-T-shirt-4911527331575258-1.jpg,6,1,9
2b0406d7-ca33-4e33-8ca1-311619356fc81536908049061-Flying-Machine-Men-Charcoal-Solid-Round-Neck-T-shirt-261536908048881-2.jpg,6,1,9
2876ccef-0a6f-4acf-836c-457830c754501528537209399-Indian-Terrain-Men-Burgundy-Solid-Polo-Collar-T-shirt-231528-4.jpg,6,0,9
